ID,Name,Description,Type
T1620,Reflective Code Loading,"adversaries may reflectively load code into a process in order to conceal the execution of malicious payloads. reflective loading involves allocating then executing payloads directly within the memory of the process, vice creating a thread or process backed by a file path on disk (e.g., shared modules).",Technique
T1219,Remote Access Software,"an adversary may use legitimate desktop support and remote access software to establish an interactive command and control channel to target systems within networks. these services, such as vnc, team viewer, anydesk, screenconnect, logmein, ammyyadmin, and other remote monitoring and management (rmm) tools, are commonly used as legitimate technical support software and may be allowed by application control within a target environment.",Technique
T1563,Remote Service Session Hijacking,"adversaries may take control of preexisting sessions with remote services to move laterally in an environment. users may use valid credentials to log into a service specifically designed to accept remote connections, such as telnet, ssh, and rdp. when a user logs into a service, a session will be established that will allow them to maintain a continuous interaction with that service.",Technique
T1563.001,SSH Hijacking,"adversaries may hijack a legitimate user's ssh session to move laterally within an environment. secure shell (ssh) is a standard means of remote access on linux and macos systems. it allows a user to connect to another system via an encrypted tunnel, commonly authenticating through a password, certificate or the use of an asymmetric encryption key pair.",Technique
T1563.002,RDP Hijacking,adversaries may hijack a legitimate user’s remote desktop session to move laterally within an environment. remote desktop is a common feature in operating systems. it allows a user to log into an interactive session with a system desktop graphical user interface on a remote system. microsoft refers to its implementation of the remote desktop protocol (rdp) as remote desktop services (rds).,Technique
T1021,Remote Services,"adversaries may use valid accounts to log into a service that accepts remote connections, such as telnet, ssh, and vnc. the adversary may then perform actions as the logged-on user.",Technique
T1021.001,Remote Desktop Protocol,adversaries may use valid accounts to log into a computer using the remote desktop protocol (rdp). the adversary may then perform actions as the logged-on user.,Technique
T1021.002,SMB/Windows Admin Shares,adversaries may use valid accounts to interact with a remote network share using server message block (smb). the adversary may then perform actions as the logged-on user.,Technique
T1021.003,Distributed Component Object Model,adversaries may use valid accounts to interact with remote machines by taking advantage of distributed component object model (dcom). the adversary may then perform actions as the logged-on user.,Technique
T1021.004,SSH,adversaries may use valid accounts to log into remote machines using secure shell (ssh). the adversary may then perform actions as the logged-on user.,Technique
T1021.005,VNC,"adversaries may use valid accounts to remotely control machines using virtual network computing (vnc). vnc is a platform-independent desktop sharing system that uses the rfb ('remote framebuffer') protocol to enable users to remotely control another computer’s display by relaying the screen, mouse, and keyboard inputs over the network.",Technique
T1021.006,Windows Remote Management,adversaries may use valid accounts to interact with remote systems using windows remote management (winrm). the adversary may then perform actions as the logged-on user.,Technique
T1021.007,Cloud Services,adversaries may log into accessible cloud services within a compromised environment using valid accounts that are synchronized with or federated to on-premises user identities. the adversary may then perform management actions or access cloud-hosted resources as the logged-on user.,Technique
T1021.008,Direct Cloud VM Connections,"adversaries may leverage valid accounts to log directly into accessible cloud hosted compute infrastructure through cloud native methods. many cloud providers offer interactive connections to virtual infrastructure that can be accessed through the cloud api, such as azure serial console, aws ec2 instance connect, and aws system manager.",Technique
T1018,Remote System Discovery,"adversaries may attempt to get a listing of other systems by ip address, hostname, or other logical identifier on a network that may be used for lateral movement from the current system. functionality could exist within remote access tools to enable this, but utilities available on the operating system could also be used such as ping or net view using net.",Technique
T1091,Replication Through Removable Media,"adversaries may move onto systems, possibly those on disconnected or air-gapped networks, by copying malware to removable media and taking advantage of autorun features when the media is inserted into a system and executes. in the case of lateral movement, this may occur through modification of executable files stored on removable media or by copying malware and renaming it to look like a legitimate file to trick users into executing it on a separate system. in the case of initial access, this may occur through manual manipulation of the media, modification of systems used to initially format the media, or modification to the media's firmware itself.",Technique
T1496,Resource Hijacking,"adversaries may leverage the resources of co-opted systems to complete resource-intensive tasks, which may impact system and/or hosted service availability.",Technique
T1496.001,Compute Hijacking,"adversaries may leverage the compute resources of co-opted systems to complete resource-intensive tasks, which may impact system and/or hosted service availability.",Technique
T1496.002,Bandwidth Hijacking,"adversaries may leverage the network bandwidth resources of co-opted systems to complete resource-intensive tasks, which may impact system and/or hosted service availability.",Technique
T1496.003,SMS Pumping,"adversaries may leverage messaging services for sms pumping, which may impact system and/or hosted service availability. sms pumping is a type of telecommunications fraud whereby a threat actor first obtains a set of phone numbers from a telecommunications provider, then leverages a victim’s messaging infrastructure to send large amounts of sms messages to numbers in that set. by generating sms traffic to their phone number set, a threat actor may earn payments from the telecommunications provider.",Technique
T1496.004,Cloud Service Hijacking,"adversaries may leverage compromised software-as-a-service (saas) applications to complete resource-intensive tasks, which may impact hosted service availability.",Technique
T1207,Rogue Domain Controller,"adversaries may register a rogue domain controller to enable manipulation of active directory data. dcshadow may be used to create a rogue domain controller (dc). dcshadow is a method of manipulating active directory (ad) data, including objects and schemas, by registering (or reusing an inactive registration) and simulating the behavior of a dc. once registered, a rogue dc may be able to inject and replicate changes into ad infrastructure for any domain object, including credentials and keys.",Technique
T1014,Rootkit,"adversaries may use rootkits to hide the presence of programs, files, network connections, services, drivers, and other system components. rootkits are programs that hide the existence of malware by intercepting/hooking and modifying operating system api calls that supply system information.",Technique
T1053,Scheduled Task/Job,"adversaries may abuse task scheduling functionality to facilitate initial or recurring execution of malicious code. utilities exist within all major operating systems to schedule programs or scripts to be executed at a specified date and time. a task can also be scheduled on a remote system, provided the proper authentication is met (ex: rpc and file and printer sharing in windows environments). scheduling a task on a remote system typically may require being a member of an admin or otherwise privileged group on the remote system.",Technique
T1053.002,At,"adversaries may abuse the at utility to perform task scheduling for initial or recurring execution of malicious code. the at utility exists as an executable within windows, linux, and macos for scheduling tasks at a specified time and date. although deprecated in favor of scheduled task's schtasks in windows environments, using at requires that the task scheduler service be running, and the user to be logged on as a member of the local administrators group. in addition to explicitly running the at command, adversaries may also schedule a task with at by directly leveraging the windows management instrumentation win32_scheduledjob wmi class.",Technique
T1053.003,Cron,adversaries may abuse the cron utility to perform task scheduling for initial or recurring execution of malicious code. the cron utility is a time-based job scheduler for unix-like operating systems. the crontab file contains the schedule of cron entries to be run and the specified times for execution. any crontab files are stored in operating system-specific file paths.,Technique
T1053.005,Scheduled Task,"adversaries may abuse the windows task scheduler to perform task scheduling for initial or recurring execution of malicious code. there are multiple ways to access the task scheduler in windows. the schtasks utility can be run directly on the command line, or the task scheduler can be opened through the gui within the administrator tools section of the control panel. in some cases, adversaries have used a .net wrapper for the windows task scheduler, and alternatively, adversaries have used the windows netapi32 library and windows management instrumentation (wmi) to create a scheduled task. adversaries may also utilize the powershell cmdlet invoke-cimmethod, which leverages wmi class ps_scheduledtask to create a scheduled task via an xml path.",Technique
T1053.006,Systemd Timers,"adversaries may abuse systemd timers to perform task scheduling for initial or recurring execution of malicious code. systemd timers are unit files with file extension .timer that control services. timers can be set to run on a calendar event or after a time span relative to a starting point. they can be used as an alternative to cron in linux environments. systemd timers may be activated remotely via the systemctl command line utility, which operates over ssh.",Technique
T1053.007,Container Orchestration Job,"adversaries may abuse task scheduling functionality provided by container orchestration tools such as kubernetes to schedule deployment of containers configured to execute malicious code. container orchestration jobs run these automated tasks at a specific date and time, similar to cron jobs on a linux system. deployments of this type can also be configured to maintain a quantity of containers over time, automating the process of maintaining persistence within a cluster.",Technique
T1029,Scheduled Transfer,adversaries may schedule data exfiltration to be performed only at certain times of day or at certain intervals. this could be done to blend traffic patterns with normal activity or availability.,Technique
T1113,Screen Capture,"adversaries may attempt to take screen captures of the desktop to gather information over the course of an operation. screen capturing functionality may be included as a feature of a remote access tool used in post-compromise operations. taking a screenshot is also typically possible through native utilities or api calls, such as copyfromscreen, xwd, or screencapture.",Technique
T1597,Search Closed Sources,"adversaries may search and gather information about victims from closed (e.g., paid, private, or otherwise not freely available) sources that can be used during targeting. information about victims may be available for purchase from reputable private sources and databases, such as paid subscriptions to feeds of technical/threat intelligence data. adversaries may also purchase information from less-reputable sources such as dark web or cybercrime blackmarkets.",Technique
T1597.001,Threat Intel Vendors,"adversaries may search private data from threat intelligence vendors for information that can be used during targeting. threat intelligence vendors may offer paid feeds or portals that offer more data than what is publicly reported. although sensitive details (such as customer names and other identifiers) may be redacted, this information may contain trends regarding breaches such as target industries, attribution claims, and successful ttps/countermeasures.",Technique
T1597.002,Purchase Technical Data,"adversaries may purchase technical information about victims that can be used during targeting. information about victims may be available for purchase within reputable private sources and databases, such as paid subscriptions to feeds of scan databases or other data aggregation services. adversaries may also purchase information from less-reputable sources such as dark web or cybercrime blackmarkets.",Technique
T1596,Search Open Technical Databases,"adversaries may search freely available technical databases for information about victims that can be used during targeting. information about victims may be available in online databases and repositories, such as registrations of domains/certificates as well as public collections of network data/artifacts gathered from traffic and/or scans.",Technique
T1596.001,DNS/Passive DNS,"adversaries may search dns data for information about victims that can be used during targeting. dns information may include a variety of details, including registered name servers as well as records that outline addressing for a target’s subdomains, mail servers, and other hosts.",Technique
T1596.002,WHOIS,"adversaries may search public whois data for information about victims that can be used during targeting. whois data is stored by regional internet registries (rir) responsible for allocating and assigning internet resources such as domain names. anyone can query whois servers for information about a registered domain, such as assigned ip blocks, contact information, and dns nameservers.",Technique
T1596.003,Digital Certificates,"adversaries may search public digital certificate data for information about victims that can be used during targeting. digital certificates are issued by a certificate authority (ca) in order to cryptographically verify the origin of signed content. these certificates, such as those used for encrypted web traffic (https ssl/tls communications), contain information about the registered organization such as name and location.",Technique
T1596.004,CDNs,"adversaries may search content delivery network (cdn) data about victims that can be used during targeting. cdns allow an organization to host content from a distributed, load balanced array of servers. cdns may also allow organizations to customize content delivery based on the requestor’s geographical region.",Technique
T1596.005,Scan Databases,"adversaries may search within public scan databases for information about victims that can be used during targeting. various online services continuously publish the results of internet scans/surveys, often harvesting information such as active ip addresses, hostnames, open ports, certificates, and even server banners.",Technique
T1593,Search Open Websites/Domains,"adversaries may search freely available websites and/or domains for information about victims that can be used during targeting. information about victims may be available in various online sites, such as social media, new sites, or those hosting information about business operations such as hiring or requested/rewarded contracts.",Technique
T1593.001,Social Media,"adversaries may search social media for information about victims that can be used during targeting. social media sites may contain various information about a victim organization, such as business announcements as well as information about the roles, locations, and interests of staff.",Technique
T1593.002,Search Engines,adversaries may use search engines to collect information about victims that can be used during targeting. search engine services typical crawl online sites to index context and may provide users with specialized syntax to search for specific keywords or specific types of content (i.e. filetypes).,Technique
T1593.003,Code Repositories,"adversaries may search public code repositories for information about victims that can be used during targeting. victims may store code in repositories on various third-party websites such as github, gitlab, sourceforge, and bitbucket. users typically interact with code repositories through a web application or command-line utilities such as git.",Technique
T1594,Search Victim-Owned Websites,"adversaries may search websites owned by the victim for information that can be used during targeting. victim-owned websites may contain a variety of details, including names of departments/divisions, physical locations, and data about key employees such as names, roles, and contact info (ex: email addresses). these sites may also have details highlighting business operations and relationships.",Technique
T1505,Server Software Component,adversaries may abuse legitimate extensible development features of servers to establish persistent access to systems. enterprise server applications may include features that allow developers to write and install software or scripts to extend the functionality of the main application. adversaries may install malicious components to extend and abuse server applications.,Technique
T1505.001,SQL Stored Procedures,adversaries may abuse sql stored procedures to establish persistent access to systems. sql stored procedures are code that can be saved and reused so that database users do not waste time rewriting frequently used sql queries. stored procedures can be invoked via sql statements to the database using the procedure name or via defined events (e.g. when a sql server application is started/restarted).,Technique
T1505.002,Transport Agent,"adversaries may abuse microsoft transport agents to establish persistent access to systems. microsoft exchange transport agents can operate on email messages passing through the transport pipeline to perform various tasks such as filtering spam, filtering malicious attachments, journaling, or adding a corporate signature to the end of all outgoing emails. transport agents can be written by application developers and then compiled to .net assemblies that are subsequently registered with the exchange server. transport agents will be invoked during a specified stage of email processing and carry out developer defined tasks.",Technique
T1505.003,Web Shell,adversaries may backdoor web servers with web shells to establish persistent access to systems. a web shell is a web script that is placed on an openly accessible web server to allow an adversary to access the web server as a gateway into a network. a web shell may provide a set of functions to execute or a command-line interface on the system that hosts the web server.,Technique
T1505.004,IIS Components,"adversaries may install malicious components that run on internet information services (iis) web servers to establish persistence. iis provides several mechanisms to extend the functionality of the web servers. for example, internet server application programming interface (isapi) extensions and filters can be installed to examine and/or modify incoming and outgoing iis web requests. extensions and filters are deployed as dll files that export three functions: get{extension/filter}version, http{extension/filter}proc, and (optionally) terminate{extension/filter}. iis modules may also be installed to extend iis web servers.",Technique
T1505.005,Terminal Services DLL,"adversaries may abuse components of terminal services to enable persistent access to systems. microsoft terminal services, renamed to remote desktop services in some windows server oss as of 2022, enable remote terminal connections to hosts. terminal services allows servers to transmit a full, interactive, graphical user interface to clients via rdp.",Technique
T1648,Serverless Execution,"adversaries may abuse serverless computing, integration, and automation services to execute arbitrary code in cloud environments. many cloud providers offer a variety of serverless resources, including compute engines, application integration services, and web servers.",Technique
T1489,Service Stop,adversaries may stop or disable services on a system to render those services unavailable to legitimate users. stopping critical services or processes can inhibit or stop response to an incident or aid in the adversary's overall objectives to cause damage to the environment.,Technique
T1129,Shared Modules,"adversaries may execute malicious payloads via loading shared modules. shared modules are executable files that are loaded into processes to provide access to reusable code, such as specific custom functions or invoking os api functions (i.e., native api).",Technique
T1072,Software Deployment Tools,"adversaries may gain access to and use centralized software suites installed within an enterprise to execute commands and move laterally through the network. configuration management and software deployment applications may be used in an enterprise network or cloud environment for routine administration purposes. these systems may also be integrated into ci/cd pipelines. examples of such solutions include: sccm, hbss, altiris, aws systems manager, microsoft intune, azure arc, and gcp deployment manager.",Technique
T1518,Software Discovery,"adversaries may attempt to get a listing of software and software versions that are installed on a system or in a cloud environment. adversaries may use the information from software discovery during automated discovery to shape follow-on behaviors, including whether or not the adversary fully infects the target and/or attempts specific actions.",Technique
T1518.001,Security Software Discovery,"adversaries may attempt to get a listing of security software, configurations, defensive tools, and sensors that are installed on a system or in a cloud environment. this may include things such as cloud monitoring agents and anti-virus. adversaries may use the information from security software discovery during automated discovery to shape follow-on behaviors, including whether or not the adversary fully infects the target and/or attempts specific actions.",Technique
T1608,Stage Capabilities,"adversaries may upload, install, or otherwise set up capabilities that can be used during targeting. to support their operations, an adversary may need to take capabilities they developed (develop capabilities) or obtained (obtain capabilities) and stage them on infrastructure under their control. these capabilities may be staged on infrastructure that was previously purchased/rented by the adversary (acquire infrastructure) or was otherwise compromised by them (compromise infrastructure). capabilities may also be staged on web services, such as github or pastebin, or on platform-as-a-service (paas) offerings that enable users to easily provision applications.",Technique
T1608.001,Upload Malware,"adversaries may upload malware to third-party or adversary controlled infrastructure to make it accessible during targeting. malicious software can include payloads, droppers, post-compromise tools, backdoors, and a variety of other malicious content. adversaries may upload malware to support their operations, such as making a payload available to a victim network to enable ingress tool transfer by placing it on an internet accessible web server.",Technique
T1608.002,Upload Tool,"adversaries may upload tools to third-party or adversary controlled infrastructure to make it accessible during targeting. tools can be open or closed source, free or commercial. a tool can be used for malicious purposes by an adversary, but (unlike malware) were not intended to be used for those purposes (ex: psexec). adversaries may upload tools to support their operations, such as making a tool available to a victim network to enable ingress tool transfer by placing it on an internet accessible web server.",Technique
T1608.003,Install Digital Certificate,"adversaries may install ssl/tls certificates that can be used during targeting. ssl/tls certificates are files that can be installed on servers to enable secure communications between systems. digital certificates include information about the key, information about its owner's identity, and the digital signature of an entity that has verified the certificate's contents are correct. if the signature is valid, and the person examining the certificate trusts the signer, then they know they can use that key to communicate securely with its owner. certificates can be uploaded to a server, then the server can be configured to use the certificate to enable encrypted communication with it.",Technique
T1608.004,Drive-by Target,"adversaries may prepare an operational environment to infect systems that visit a website over the normal course of browsing. endpoint systems may be compromised through browsing to adversary controlled sites, as in drive-by compromise. in such cases, the user's web browser is typically targeted for exploitation (often not requiring any extra user interaction once landing on the site), but adversaries may also set up websites for non-exploitation behavior such as application access token. prior to drive-by compromise, adversaries must stage resources needed to deliver that exploit to users who browse to an adversary controlled site. drive-by content can be staged on adversary controlled infrastructure that has been acquired (acquire infrastructure) or previously compromised (compromise infrastructure).",Technique
T1608.005,Link Target,"adversaries may put in place resources that are referenced by a link that can be used during targeting. an adversary may rely upon a user clicking a malicious link in order to divulge information (including credentials) or to gain execution, as in malicious link. links can be used for spearphishing, such as sending an email accompanied by social engineering text to coax the user to actively click or copy and paste a url into a browser. prior to a phish for information (as in spearphishing link) or a phish to gain initial access to a system (as in spearphishing link), an adversary must set up the resources for a link target for the spearphishing link.",Technique
T1608.006,SEO Poisoning,adversaries may poison mechanisms that influence search engine optimization (seo) to further lure staged capabilities towards potential victims. search engines typically display results to users based on purchased ads as well as the site’s ranking/score/reputation calculated by their web crawlers and algorithms.,Technique
T1528,Steal Application Access Token,adversaries can steal application access tokens as a means of acquiring credentials to access remote systems and resources.,Technique
T1649,Steal or Forge Authentication Certificates,"adversaries may steal or forge certificates used for authentication to access remote systems or resources. digital certificates are often used to sign and encrypt messages and/or files. certificates are also used as authentication material. for example, entra id device certificates and active directory certificate services (ad cs) certificates bind to an identity and can be used as credentials for domain accounts.",Technique
T1558,Steal or Forge Kerberos Tickets,"adversaries may attempt to subvert kerberos authentication by stealing or forging kerberos tickets to enable pass the ticket. kerberos is an authentication protocol widely used in modern windows domain environments. in kerberos environments, referred to as 'realms', there are three basic participants: client, service, and key distribution center (kdc). clients request access to a service and through the exchange of kerberos tickets, originating from kdc, they are granted access after having successfully authenticated. the kdc is responsible for both authentication and ticket granting. adversaries may attempt to abuse kerberos by stealing tickets or forging tickets to enable unauthorized access.",Technique
T1558.001,Golden Ticket,"adversaries who have the krbtgt account password hash may forge kerberos ticket-granting tickets (tgt), also known as a golden ticket. golden tickets enable adversaries to generate authentication material for any account in active directory.",Technique
T1558.002,Silver Ticket,"adversaries who have the password hash of a target service account (e.g. sharepoint, mssql) may forge kerberos ticket granting service (tgs) tickets, also known as silver tickets. kerberos tgs tickets are also known as service tickets.",Technique
T1558.003,Kerberoasting,adversaries may abuse a valid kerberos ticket-granting ticket (tgt) or sniff network traffic to obtain a ticket-granting service (tgs) ticket that may be vulnerable to brute force.,Technique
T1558.004,AS-REP Roasting,adversaries may reveal credentials of accounts that have disabled kerberos preauthentication by password cracking kerberos messages.,Technique
T1558.005,Ccache Files,adversaries may attempt to steal kerberos tickets stored in credential cache files (or ccache). these files are used for short term storage of a user's active session credentials. the ccache file is created upon user authentication and allows for access to multiple services without the user having to re-enter credentials.,Technique
T1539,Steal Web Session Cookie,an adversary may steal web application or service session cookies and use them to gain access to web applications or internet services as an authenticated user without needing credentials. web applications and services often use session cookies as an authentication token after a user has authenticated to a website.,Technique
T1553,Subvert Trust Controls,"adversaries may undermine security controls that will either warn users of untrusted activity or prevent execution of untrusted programs. operating systems and security products may contain mechanisms to identify programs or websites as possessing some level of trust. examples of such features would include a program being allowed to run because it is signed by a valid code signing certificate, a program prompting the user with a warning because it has an attribute set from being downloaded from the internet, or getting an indication that you are about to connect to an untrusted site.",Technique
T1553.001,Gatekeeper Bypass,"adversaries may modify file attributes and subvert gatekeeper functionality to evade user prompts and execute untrusted programs. gatekeeper is a set of technologies that act as layer of apple’s security model to ensure only trusted applications are executed on a host. gatekeeper was built on top of file quarantine in snow leopard (10.6, 2009) and has grown to include code signing, security policy compliance, notarization, and more. gatekeeper also treats applications running for the first time differently than reopened applications.",Technique
T1553.002,Code Signing,"adversaries may create, acquire, or steal code signing materials to sign their malware or tools. code signing provides a level of authenticity on a binary from the developer and a guarantee that the binary has not been tampered with. the certificates used during an operation may be created, acquired, or stolen by the adversary. unlike invalid code signature, this activity will result in a valid signature.",Technique
T1553.003,SIP and Trust Provider Hijacking,"adversaries may tamper with sip and trust provider components to mislead the operating system and application control tools when conducting signature validation checks. in user mode, windows authenticode digital signatures are used to verify a file's origin and integrity, variables that may be used to establish trust in signed code (ex: a driver with a valid microsoft signature may be handled as safe). the signature validation process is handled via the winverifytrust application programming interface (api) function, which accepts an inquiry and coordinates with the appropriate trust provider, which is responsible for validating parameters of a signature.",Technique
T1553.004,Install Root Certificate,"adversaries may install a root certificate on a compromised system to avoid warnings when connecting to adversary controlled web servers. root certificates are used in public key cryptography to identify a root certificate authority (ca). when a root certificate is installed, the system or application will trust certificates in the root's chain of trust that have been signed by the root certificate. certificates are commonly used for establishing secure tls/ssl communications within a web browser. when a user attempts to browse a website that presents a certificate that is not trusted an error message will be displayed to warn the user of the security risk. depending on the security settings, the browser may not allow the user to establish a connection to the website.",Technique
T1553.005,Mark-of-the-Web Bypass,"adversaries may abuse specific file formats to subvert mark-of-the-web (motw) controls. in windows, when files are downloaded from the internet, they are tagged with a hidden ntfs alternate data stream (ads) named zone.identifier with a specific value known as the motw. files that are tagged with motw are protected and cannot perform certain actions. for example, starting in ms office 10, if a ms office file has the motw, it will open in protected view. executables tagged with the motw will be processed by windows defender smartscreen that compares files with an allowlist of well-known executables. if the file is not known/trusted, smartscreen will prevent the execution and warn the user not to run it.",Technique
T1553.006,Code Signing Policy Modification,"adversaries may modify code signing policies to enable execution of unsigned or self-signed code. code signing provides a level of authenticity on a program from a developer and a guarantee that the program has not been tampered with. security controls can include enforcement mechanisms to ensure that only valid, signed code can be run on an operating system.",Technique
T1195,Supply Chain Compromise,adversaries may manipulate products or product delivery mechanisms prior to receipt by a final consumer for the purpose of data or system compromise.,Technique
T1195.001,Compromise Software Dependencies and Development Tools,adversaries may manipulate software dependencies and development tools prior to receipt by a final consumer for the purpose of data or system compromise. applications often depend on external software to function properly. popular open source projects that are used as dependencies in many applications may be targeted as a means to add malicious code to users of the dependency.,Technique
T1195.002,Compromise Software Supply Chain,"adversaries may manipulate application software prior to receipt by a final consumer for the purpose of data or system compromise. supply chain compromise of software can take place in a number of ways, including manipulation of the application source code, manipulation of the update/distribution mechanism for that software, or replacing compiled releases with a modified version.",Technique
T1195.003,Compromise Hardware Supply Chain,"adversaries may manipulate hardware components in products prior to receipt by a final consumer for the purpose of data or system compromise. by modifying hardware or firmware in the supply chain, adversaries can insert a backdoor into consumer networks that may be difficult to detect and give the adversary a high degree of control over the system. hardware backdoors may be inserted into various devices, such as servers, workstations, network infrastructure, or peripherals.",Technique
T1218,System Binary Proxy Execution,"adversaries may bypass process and/or signature-based defenses by proxying execution of malicious content with signed, or otherwise trusted, binaries. binaries used in this technique are often microsoft-signed files, indicating that they have been either downloaded from microsoft or are already native in the operating system. binaries signed with trusted digital certificates can typically execute on windows systems protected by digital signature validation. several microsoft signed binaries that are default on windows installations can be used to proxy execution of other files or commands.",Technique
T1218.001,Compiled HTML File,"adversaries may abuse compiled html files (.chm) to conceal malicious code. chm files are commonly distributed as part of the microsoft html help system. chm files are compressed compilations of various content such as html documents, images, and scripting/web related programming languages such as vba, jscript, java, and activex. chm content is displayed using underlying components of the internet explorer browser loaded by the html help executable program (hh.exe).",Technique
T1218.002,Control Panel,"adversaries may abuse control.exe to proxy execution of malicious payloads. the windows control panel process binary (control.exe) handles execution of control panel items, which are utilities that allow users to view and adjust computer settings.",Technique
T1218.003,CMSTP,adversaries may abuse cmstp to proxy execution of malicious code. the microsoft connection manager profile installer (cmstp.exe) is a command-line program used to install connection manager service profiles. cmstp.exe accepts an installation information file (inf) as a parameter and installs a service profile leveraged for remote access connections.,Technique
T1218.004,InstallUtil,adversaries may use installutil to proxy execution of code through a trusted windows utility. installutil is a command-line utility that allows for installation and uninstallation of resources by executing specific installer components specified in .net binaries. the installutil binary may also be digitally signed by microsoft and located in the .net directories on a windows system: c:\windows\microsoft.net\framework\v\installutil.exe and c:\windows\microsoft.net\framework64\v\installutil.exe.,Technique
T1218.005,Mshta,adversaries may abuse mshta.exe to proxy execution of malicious .hta files and javascript or vbscript through a trusted windows utility. there are several examples of different types of threats leveraging mshta.exe during initial compromise and for execution of code.,Technique
T1218.007,Msiexec,adversaries may abuse msiexec.exe to proxy execution of malicious payloads. msiexec.exe is the command-line utility for the windows installer and is thus commonly associated with executing installation packages (.msi). the msiexec.exe binary may also be digitally signed by microsoft.,Technique
T1218.008,Odbcconf,adversaries may abuse odbcconf.exe to proxy execution of malicious payloads. odbcconf.exe is a windows utility that allows you to configure open database connectivity (odbc) drivers and data source names. the odbcconf.exe binary may be digitally signed by microsoft.,Technique
T1218.009,Regsvcs/Regasm,adversaries may abuse regsvcs and regasm to proxy execution of code through a trusted windows utility. regsvcs and regasm are windows command-line utilities that are used to register .net component object model (com) assemblies. both are binaries that may be digitally signed by microsoft.,Technique
T1218.010,Regsvr32,"adversaries may abuse regsvr32.exe to proxy execution of malicious code. regsvr32.exe is a command-line program used to register and unregister object linking and embedding controls, including dynamic link libraries (dlls), on windows systems. the regsvr32.exe binary may also be signed by microsoft.",Technique
T1218.011,Rundll32,"adversaries may abuse rundll32.exe to proxy execution of malicious code. using rundll32.exe, vice executing directly (i.e. shared modules), may avoid triggering security tools that may not monitor execution of the rundll32.exe process because of allowlists or false positives from normal operations. rundll32.exe is commonly associated with executing dll payloads (ex: rundll32.exe {dllname, dllfunction}).",Technique
T1218.012,Verclsid,adversaries may abuse verclsid.exe to proxy execution of malicious code. verclsid.exe is known as the extension clsid verification host and is responsible for verifying each shell extension before they are used by windows explorer or the windows shell.,Technique
T1218.013,Mavinject,"adversaries may abuse mavinject.exe to proxy execution of malicious code. mavinject.exe is the microsoft application virtualization injector, a windows utility that can inject code into external processes as part of microsoft application virtualization (app-v).",Technique
T1218.014,MMC,"adversaries may abuse mmc.exe to proxy execution of malicious .msc files. microsoft management console (mmc) is a binary that may be signed by microsoft and is used in several ways in either its gui or in a command prompt. mmc can be used to create, open, and save custom consoles that contain administrative tools created by microsoft, called snap-ins. these snap-ins may be used to manage windows systems locally or remotely. mmc can also be used to open microsoft created .msc files to manage system configuration.",Technique
T1218.015,Electron Applications,"adversaries may abuse components of the electron framework to execute malicious code. the electron framework hosts many common applications such as signal, slack, and microsoft teams. originally developed by github, electron is a cross-platform desktop application development framework that employs web technologies like javascript, html, and css. the chromium engine is used to display web content and node.js runs the backend code.",Technique
T1082,System Information Discovery,"an adversary may attempt to get detailed information about the operating system and hardware, including version, patches, hotfixes, service packs, and architecture. adversaries may use the information from system information discovery during automated discovery to shape follow-on behaviors, including whether or not the adversary fully infects the target and/or attempts specific actions.",Technique
T1614,System Location Discovery,"adversaries may gather information in an attempt to calculate the geographical location of a victim host. adversaries may use the information from system location discovery during automated discovery to shape follow-on behaviors, including whether or not the adversary fully infects the target and/or attempts specific actions.",Technique
T1614.001,System Language Discovery,"adversaries may attempt to gather information about the system language of a victim in order to infer the geographical location of that host. this information may be used to shape follow-on behaviors, including whether the adversary infects the target and/or attempts specific actions. this decision may be employed by malware developers and operators to reduce their risk of attracting the attention of specific law enforcement agencies or prosecution/scrutiny from other entities.",Technique
T1016,System Network Configuration Discovery,"adversaries may look for details about the network configuration and settings, such as ip and/or mac addresses, of systems they access or through information discovery of remote systems. several operating system administration utilities exist that can be used to gather this information. examples include arp, ipconfig/ifconfig, nbtstat, and route.",Technique
T1016.001,Internet Connection Discovery,"adversaries may check for internet connectivity on compromised systems. this may be performed during automated discovery and can be accomplished in numerous ways such as using ping, tracert, and get requests to websites.",Technique
T1016.002,Wi-Fi Discovery,"adversaries may search for information about wi-fi networks, such as network names and passwords, on compromised systems. adversaries may use wi-fi information as part of account discovery, remote system discovery, and other discovery or credential access activity to support both ongoing and future campaigns.",Technique
T1049,System Network Connections Discovery,adversaries may attempt to get a listing of network connections to or from the compromised system they are currently accessing or from remote systems by querying for information over the network.,Technique
T1033,System Owner/User Discovery,"adversaries may attempt to identify the primary user, currently logged in user, set of users that commonly uses a system, or whether a user is actively using the system. they may do this, for example, by retrieving account usernames or by using os credential dumping. the information may be collected in a number of different ways using other discovery techniques, because user and username details are prevalent throughout a system and include running process ownership, file/directory ownership, session information, and system logs. adversaries may use the information from system owner/user discovery during automated discovery to shape follow-on behaviors, including whether or not the adversary fully infects the target and/or attempts specific actions.",Technique
